Country,Confirmed,Deaths,Recovered,Active,WHO Region,Abbreviated WHO Region,Year,Month,Month Name,Day of Week,Day Name,Month Short Name
China,328,6,0,322,Western Pacific,WPR,2020,6,June,2,Wednesday,Jun
China,947,13,934,0,Western Pacific,WPR,2020,6,June,2,Wednesday,Jun
China,1276,22,0,1254,Western Pacific,WPR,2020,6,June,2,Wednesday,Jun
China,1093,4,1039,50,Western Pacific,WPR,2020,6,June,2,Wednesday,Jun
China,68135,4512,63620,3,Western Pacific,WPR,2020,6,June,2,Wednesday,Jun
China,1019,4,1015,0,Western Pacific,WPR,2020,6,June,2,Wednesday,Jun
China,235,1,212,22,Western Pacific,WPR,2020,6,June,2,Wednesday,Jun
China,653,0,653,0,Western Pacific,WPR,2020,6,June,2,Wednesday,Jun
China,932,1,931,0,Western Pacific,WPR,2020,6,June,2,Wednesday,Jun
China,155,2,148,5,Western Pacific,WPR,2020,6,June,2,Wednesday,Jun
China,149,2,147,0,Western Pacific,WPR,2020,6,June,2,Wednesday,Jun
China,45,0,45,0,Western Pacific,WPR,2020,6,June,2,Wednesday,Jun
China,75,0,75,0,Western Pacific,WPR,2020,6,June,2,Wednesday,Jun
China,18,0,18,0,Western Pacific,WPR,2020,6,June,2,Wednesday,Jun
China,309,3,305,1,Western Pacific,WPR,2020,6,June,2,Wednesday,Jun
China,792,7,780,5,Western Pacific,WPR,2020,6,June,2,Wednesday,Jun
China,673,7,661,5,Western Pacific,WPR,2020,6,June,2,Wednesday,Jun
China,198,0,198,0,Western Pacific,WPR,2020,6,June,2,Wednesday,Jun
China,577,3,558,16,Western Pacific,WPR,2020,6,June,2,Wednesday,Jun
China,192,3,188,1,Western Pacific,WPR,2020,6,June,2,Wednesday,Jun
China,1,0,1,0,Western Pacific,WPR,2020,6,June,2,Wednesday,Jun
China,76,3,73,0,Western Pacific,WPR,2020,6,June,2,Wednesday,Jun
China,185,2,183,0,Western Pacific,WPR,2020,6,June,2,Wednesday,Jun
China,1268,1,1267,0,Western Pacific,WPR,2020,6,June,2,Wednesday,Jun
Colombia,33354,1045,11171,21138,Americas,AMR,2020,6,June,2,Wednesday,Jun
Congo,611,20,179,412,Africa,AFR,2020,6,June,2,Wednesday,Jun
Congo,3495,75,492,2928,Africa,AFR,2020,6,June,2,Wednesday,Jun
Costa Rica,1157,10,685,462,Americas,AMR,2020,6,June,2,Wednesday,Jun
Ivory Coast,3110,35,1530,1545,Africa,AFR,2020,6,June,2,Wednesday,Jun
Croatia,2246,103,2095,48,Europe,EUR,2020,6,June,2,Wednesday,Jun
Cuba,2107,83,1830,194,Americas,AMR,2020,6,June,2,Wednesday,Jun
Cyprus,958,17,790,151,Europe,EUR,2020,6,June,2,Wednesday,Jun
Czechia,9438,325,6749,2364,Europe,EUR,2020,6,June,2,Wednesday,Jun
Denmark,187,0,187,0,Europe,EUR,2020,6,June,2,Wednesday,Jun
Greenland,13,0,11,2,Europe,EUR,2020,6,June,2,Wednesday,Jun
Denmark,11771,580,10552,639,Europe,EUR,2020,6,June,2,Wednesday,Jun
Djibouti,3935,26,1636,2273,Eastern Mediterranean,EMR,2020,6,June,2,Wednesday,Jun
Dominican Republic,18040,516,11224,6300,Americas,AMR,2020,6,June,2,Wednesday,Jun
Ecuador,40966,3486,20019,17461,Americas,AMR,2020,6,June,2,Wednesday,Jun
Egypt,28615,1088,7350,20177,Eastern Mediterranean,EMR,2020,6,June,2,Wednesday,Jun
El Salvador,2705,51,1186,1468,Americas,AMR,2020,6,June,2,Wednesday,Jun
Equatorial Guinea,1306,12,200,1094,Africa,AFR,2020,6,June,2,Wednesday,Jun
Eritrea,39,0,39,0,Africa,AFR,2020,6,June,2,Wednesday,Jun
Estonia,1880,69,1650,161,Europe,EUR,2020,6,June,2,Wednesday,Jun
Eswatini,295,3,201,91,Africa,AFR,2020,6,June,2,Wednesday,Jun
Ethiopia,1486,17,246,1223,Africa,AFR,2020,6,June,2,Wednesday,Jun
Fiji,18,0,15,3,Western Pacific,WPR,2020,6,June,2,Wednesday,Jun
Finland,6911,321,5500,1090,Europe,EUR,2020,6,June,2,Wednesday,Jun
France,533,1,254,278,Europe,EUR,2020,6,June,2,Wednesday,Jun
France,60,0,60,0,Europe,EUR,2020,6,June,2,Wednesday,Jun
France,162,14,138,10,Europe,EUR,2020,6,June,2,Wednesday,Jun
France,1993,24,1523,446,Europe,EUR,2020,6,June,2,Wednesday,Jun
France,20,0,18,2,Europe,EUR,2020,6,June,2,Wednesday,Jun
France,478,1,411,66,Europe,EUR,2020,6,June,2,Wednesday,Jun
France,6,0,6,0,Europe,EUR,2020,6,June,2,Wednesday,Jun
France,41,3,33,5,Europe,EUR,2020,6,June,2,Wednesday,Jun
France,200,14,98,88,Europe,EUR,2020,6,June,2,Wednesday,Jun
France,185440,28967,67031,89442,Europe,EUR,2020,6,June,2,Wednesday,Jun
Gabon,2902,20,801,2081,Africa,AFR,2020,6,June,2,Wednesday,Jun
Gambia,26,1,20,5,Africa,AFR,2020,6,June,2,Wednesday,Jun
Georgia,800,13,640,147,Europe,EUR,2020,6,June,2,Wednesday,Jun
Germany,184121,8602,167453,8066,Europe,EUR,2020,6,June,2,Wednesday,Jun
Ghana,8548,38,3132,5378,Africa,AFR,2020,6,June,2,Wednesday,Jun
Greece,2937,179,1374,1384,Europe,EUR,2020,6,June,2,Wednesday,Jun
Guatemala,5760,143,929,4688,Americas,AMR,2020,6,June,2,Wednesday,Jun
Guinea,3933,23,2332,1578,Africa,AFR,2020,6,June,2,Wednesday,Jun
Guyana,153,12,70,71,Americas,AMR,2020,6,June,2,Wednesday,Jun
Haiti,2507,48,24,2435,Americas,AMR,2020,6,June,2,Wednesday,Jun
Holy See,12,0,2,10,Europe,EUR,2020,6,June,2,Wednesday,Jun
Honduras,5690,234,617,4839,Americas,AMR,2020,6,June,2,Wednesday,Jun
Hungary,3931,534,2190,1207,Europe,EUR,2020,6,June,2,Wednesday,Jun
Iceland,1806,10,1794,2,Europe,EUR,2020,6,June,2,Wednesday,Jun
India,216824,6088,104071,106665,South-East Asia,SEAR,2020,6,June,2,Wednesday,Jun
Indonesia,28233,1698,8406,18129,South-East Asia,SEAR,2020,6,June,2,Wednesday,Jun
Iran,160696,8012,125206,27478,Eastern Mediterranean,EMR,2020,6,June,2,Wednesday,Jun
Iraq,8168,256,4095,3817,Eastern Mediterranean,EMR,2020,6,June,2,Wednesday,Jun
Ireland,25111,1659,22698,754,Europe,EUR,2020,6,June,2,Wednesday,Jun
Israel,17377,291,14983,2103,Europe,EUR,2020,6,June,2,Wednesday,Jun
Italy,233836,33601,160938,39297,Europe,EUR,2020,6,June,2,Wednesday,Jun
Jamaica,591,10,361,220,Americas,AMR,2020,6,June,2,Wednesday,Jun
Japan,16867,905,14702,1260,Western Pacific,WPR,2020,6,June,2,Wednesday,Jun
Jordan,757,9,561,187,Eastern Mediterranean,EMR,2020,6,June,2,Wednesday,Jun
Kazakhstan,12067,48,6240,5779,Europe,EUR,2020,6,June,2,Wednesday,Jun
Kenya,2216,74,553,1589,Africa,AFR,2020,6,June,2,Wednesday,Jun
South Korea,11629,273,10499,857,Western Pacific,WPR,2020,6,June,2,Wednesday,Jun
Kuwait,29359,230,15750,13379,Eastern Mediterranean,EMR,2020,6,June,2,Wednesday,Jun
Kyrgyzstan,1871,20,1265,586,Europe,EUR,2020,6,June,2,Wednesday,Jun
Latvia,1079,24,760,295,Europe,EUR,2020,6,June,2,Wednesday,Jun
Lebanon,1256,27,724,505,Eastern Mediterranean,EMR,2020,6,June,2,Wednesday,Jun
Liberia,316,28,169,119,Africa,AFR,2020,6,June,2,Wednesday,Jun
Liechtenstein,82,1,81,0,Europe,EUR,2020,6,June,2,Wednesday,Jun
Lithuania,1684,71,1260,353,Europe,EUR,2020,6,June,2,Wednesday,Jun
Luxembourg,4024,110,3861,53,Europe,EUR,2020,6,June,2,Wednesday,Jun
Madagascar,908,6,195,707,Africa,AFR,2020,6,June,2,Wednesday,Jun
Malaysia,7970,115,6531,1324,Western Pacific,WPR,2020,6,June,2,Wednesday,Jun
Maldives,1850,7,644,1199,South-East Asia,SEAR,2020,6,June,2,Wednesday,Jun
Malta,622,9,562,51,Europe,EUR,2020,6,June,2,Wednesday,Jun
Mauritania,745,34,57,654,Africa,AFR,2020,6,June,2,Wednesday,Jun
Mauritius,335,10,322,3,Africa,AFR,2020,6,June,2,Wednesday,Jun
Mexico,101238,11729,72680,16829,Americas,AMR,2020,6,June,2,Wednesday,Jun
Moldova,8795,310,4863,3622,Europe,EUR,2020,6,June,2,Wednesday,Jun
Monaco,99,4,90,5,Europe,EUR,2020,6,June,2,Wednesday,Jun
Mongolia,185,0,44,141,Western Pacific,WPR,2020,6,June,2,Wednesday,Jun
Montenegro,324,9,315,0,Europe,EUR,2020,6,June,2,Wednesday,Jun
Morocco,7922,206,6866,850,Eastern Mediterranean,EMR,2020,6,June,2,Wednesday,Jun
Namibia,25,0,16,9,Africa,AFR,2020,6,June,2,Wednesday,Jun
Nepal,2300,9,278,2013,South-East Asia,SEAR,2020,6,June,2,Wednesday,Jun
Netherlands,101,3,98,0,Europe,EUR,2020,6,June,2,Wednesday,Jun
Netherlands,21,1,15,5,Europe,EUR,2020,6,June,2,Wednesday,Jun
Netherlands,77,15,60,2,Europe,EUR,2020,6,June,2,Wednesday,Jun
Netherlands,46733,5977,0,40756,Europe,EUR,2020,6,June,2,Wednesday,Jun
New Zealand,1504,22,1481,1,Western Pacific,WPR,2020,6,June,2,Wednesday,Jun
Nicaragua,1118,46,370,702,Americas,AMR,2020,6,June,2,Wednesday,Jun
Niger,961,65,857,39,Africa,AFR,2020,6,June,2,Wednesday,Jun
Nigeria,11166,315,3329,7522,Africa,AFR,2020,6,June,2,Wednesday,Jun
North Macedonia,2492,145,1605,742,Europe,EUR,2020,6,June,2,Wednesday,Jun
Norway,8477,237,7727,513,Europe,EUR,2020,6,June,2,Wednesday,Jun
Oman,13537,67,2845,10625,Eastern Mediterranean,EMR,2020,6,June,2,Wednesday,Jun
Pakistan,85264,1770,30128,53366,Eastern Mediterranean,EMR,2020,6,June,2,Wednesday,Jun
Panama,14609,357,9519,4733,Americas,AMR,2020,6,June,2,Wednesday,Jun
Papua New Guinea,8,0,8,0,Western Pacific,WPR,2020,6,June,2,Wednesday,Jun
Paraguay,1070,11,511,548,Americas,AMR,2020,6,June,2,Wednesday,Jun
Peru,178914,4894,72319,101701,Americas,AMR,2020,6,June,2,Wednesday,Jun
Philippines,19748,974,4153,14621,Western Pacific,WPR,2020,6,June,2,Wednesday,Jun
Poland,24687,1115,12014,11558,Europe,EUR,2020,6,June,2,Wednesday,Jun
Portugal,33261,1447,20079,11735,Europe,EUR,2020,6,June,2,Wednesday,Jun
Qatar,62160,45,37542,24573,Eastern Mediterranean,EMR,2020,6,June,2,Wednesday,Jun
Romania,19669,1296,13800,4573,Europe,EUR,2020,6,June,2,Wednesday,Jun
Russia,431715,5208,195559,230948,Europe,EUR,2020,6,June,2,Wednesday,Jun
Rwanda,397,2,271,124,Africa,AFR,2020,6,June,2,Wednesday,Jun
Saint Lucia,18,0,18,0,Americas,AMR,2020,6,June,2,Wednesday,Jun
Saint Vincent,26,0,15,11,Americas,AMR,2020,6,June,2,Wednesday,Jun
San Marino,674,42,391,241,Europe,EUR,2020,6,June,2,Wednesday,Jun
Saudi Arabia,91182,579,68159,22444,Eastern Mediterranean,EMR,2020,6,June,2,Wednesday,Jun
Senegal,3932,45,2063,1824,Africa,AFR,2020,6,June,2,Wednesday,Jun
Serbia,11523,245,6852,4426,Europe,EUR,2020,6,June,2,Wednesday,Jun
Seychelles,11,0,11,0,Africa,AFR,2020,6,June,2,Wednesday,Jun
Singapore,36405,24,23582,12799,Western Pacific,WPR,2020,6,June,2,Wednesday,Jun
Slovakia,1525,28,1375,122,Europe,EUR,2020,6,June,2,Wednesday,Jun
Slovenia,1477,109,1358,10,Europe,EUR,2020,6,June,2,Wednesday,Jun
Somalia,2146,79,406,1661,Eastern Mediterranean,EMR,2020,6,June,2,Wednesday,Jun
South Africa,37525,792,19682,17051,Africa,AFR,2020,6,June,2,Wednesday,Jun
Spain,240326,27128,150376,62822,Europe,EUR,2020,6,June,2,Wednesday,Jun
Sri Lanka,1749,11,836,902,South-East Asia,SEAR,2020,6,June,2,Wednesday,Jun
Sudan,5499,314,1711,3474,Eastern Mediterranean,EMR,2020,6,June,2,Wednesday,Jun
Suriname,74,1,9,64,Americas,AMR,2020,6,June,2,Wednesday,Jun
Sweden,40803,4542,0,36261,Europe,EUR,2020,6,June,2,Wednesday,Jun
Switzerland,30893,1921,28600,372,Europe,EUR,2020,6,June,2,Wednesday,Jun
Taiwan,443,7,428,8,Western Pacific,WPR,2020,6,June,2,Wednesday,Jun
Tanzania,509,21,183,305,Africa,AFR,2020,6,June,2,Wednesday,Jun
Thailand,3084,58,2968,58,South-East Asia,SEAR,2020,6,June,2,Wednesday,Jun
Togo,452,13,236,203,Africa,AFR,2020,6,June,2,Wednesday,Jun
Trinidad,117,8,108,1,Americas,AMR,2020,6,June,2,Wednesday,Jun
Tunisia,1087,49,965,73,Eastern Mediterranean,EMR,2020,6,June,2,Wednesday,Jun
Turkey,166422,4609,130852,30961,Europe,EUR,2020,6,June,2,Wednesday,Jun
Uganda,507,0,82,425,Africa,AFR,2020,6,June,2,Wednesday,Jun
Ukraine,25385,742,10838,13805,Europe,EUR,2020,6,June,2,Wednesday,Jun
United Arab Emirates,36359,270,19153,16936,Eastern Mediterranean,EMR,2020,6,June,2,Wednesday,Jun
United Kingdom,141,9,113,19,Europe,EUR,2020,6,June,2,Wednesday,Jun
United Kingdom,156,1,78,77,Europe,EUR,2020,6,June,2,Wednesday,Jun
United Kingdom,561,46,512,3,Europe,EUR,2020,6,June,2,Wednesday,Jun
United Kingdom,173,0,153,20,Europe,EUR,2020,6,June,2,Wednesday,Jun
United Kingdom,336,24,312,0,Europe,EUR,2020,6,June,2,Wednesday,Jun
United Kingdom,11,1,10,0,Europe,EUR,2020,6,June,2,Wednesday,Jun
United Kingdom,260388,39812,0,220576,Europe,EUR,2020,6,June,2,Wednesday,Jun
Uruguay,828,23,698,107,Americas,AMR,2020,6,June,2,Wednesday,Jun
United States,1857332,108159,479258,1269915,Americas,AMR,2020,6,June,2,Wednesday,Jun
Uzbekistan,3843,16,3014,813,Europe,EUR,2020,6,June,2,Wednesday,Jun
Venezuela,1952,20,334,1598,Americas,AMR,2020,6,June,2,Wednesday,Jun
Vietnam,328,0,302,26,Western Pacific,WPR,2020,6,June,2,Wednesday,Jun
Zambia,1089,7,912,170,Africa,AFR,2020,6,June,2,Wednesday,Jun
Zimbabwe,222,4,29,189,Africa,AFR,2020,6,June,2,Wednesday,Jun
Dominica,18,0,16,2,Americas,AMR,2020,6,June,2,Wednesday,Jun
Grenada,23,0,18,5,Americas,AMR,2020,6,June,2,Wednesday,Jun
Mozambique,316,2,0,314,Africa,AFR,2020,6,June,2,Wednesday,Jun
Syria,123,6,0,117,Eastern Mediterranean,EMR,2020,6,June,2,Wednesday,Jun
Timor-Leste,24,0,0,24,South-East Asia,SEAR,2020,6,June,2,Wednesday,Jun
Belize,18,2,16,0,Americas,AMR,2020,6,June,2,Wednesday,Jun
Laos,19,0,18,1,Western Pacific,WPR,2020,6,June,2,Wednesday,Jun
Libya,196,5,52,139,Eastern Mediterranean,EMR,2020,6,June,2,Wednesday,Jun
West Bank,457,3,372,82,Eastern Mediterranean,EMR,2020,6,June,2,Wednesday,Jun
Guinea-Bissau,1339,8,53,1278,Africa,AFR,2020,6,June,2,Wednesday,Jun
Mali,1386,79,788,519,Africa,AFR,2020,6,June,2,Wednesday,Jun
Saint Kitts,15,0,15,0,Americas,AMR,2020,6,June,2,Wednesday,Jun
Canada,5,0,0,5,Americas,AMR,2020,6,June,2,Wednesday,Jun
Canada,11,0,0,11,Americas,AMR,2020,6,June,2,Wednesday,Jun
Kosovo,1142,30,871,241,Europe,EUR,2020,6,June,2,Wednesday,Jun
Burma,233,6,145,82,South-East Asia,SEAR,2020,6,June,2,Wednesday,Jun
United Kingdom,3,0,3,0,Europe,EUR,2020,6,June,2,Wednesday,Jun
United Kingdom,8,1,7,0,Europe,EUR,2020,6,June,2,Wednesday,Jun
United Kingdom,12,1,11,0,Europe,EUR,2020,6,June,2,Wednesday,Jun
Botswana,40,1,23,16,Africa,AFR,2020,6,June,2,Wednesday,Jun
Burundi,63,1,33,29,Africa,AFR,2020,6,June,2,Wednesday,Jun
Sierra Leone,909,47,491,371,Africa,AFR,2020,6,June,2,Wednesday,Jun
Malawi,369,4,51,314,Africa,AFR,2020,6,June,2,Wednesday,Jun
United Kingdom,13,0,13,0,Europe,EUR,2020,6,June,2,Wednesday,Jun
France,1,0,1,0,Europe,EUR,2020,6,June,2,Wednesday,Jun
South Sudan,994,10,6,978,Africa,AFR,2020,6,June,2,Wednesday,Jun
Western Sahara,9,1,6,2,Africa,AFR,2020,6,June,2,Wednesday,Jun
Sao Tome,484,12,68,404,Africa,AFR,2020,6,June,2,Wednesday,Jun
Yemen,419,95,17,307,Eastern Mediterranean,EMR,2020,6,June,2,Wednesday,Jun
Comoros,132,2,27,103,Africa,AFR,2020,6,June,2,Wednesday,Jun
Tajikistan,4191,48,2347,1796,Europe,EUR,2020,6,June,2,Wednesday,Jun
Lesotho,4,0,2,2,Africa,AFR,2020,6,June,2,Wednesday,Jun
Afghanistan,18054,300,1585,16169,Eastern Mediterranean,EMR,2020,6,June,3,Thursday,Jun
Albania,1197,33,898,266,Europe,EUR,2020,6,June,3,Thursday,Jun
Algeria,9831,681,6297,2853,Africa,AFR,2020,6,June,3,Thursday,Jun
Andorra,852,51,738,63,Europe,EUR,2020,6,June,3,Thursday,Jun
Angola,86,4,18,64,Africa,AFR,2020,6,June,3,Thursday,Jun
Antigua,26,3,20,3,Americas,AMR,2020,6,June,3,Thursday,Jun
Argentina,20197,608,5993,13596,Americas,AMR,2020,6,June,3,Thursday,Jun
Armenia,11221,176,3468,7577,Europe,EUR,2020,6,June,3,Thursday,Jun
Australia,107,3,104,0,Western Pacific,WPR,2020,6,June,3,Thursday,Jun
Australia,3110,48,2714,348,Western Pacific,WPR,2020,6,June,3,Thursday,Jun
Australia,29,0,29,0,Western Pacific,WPR,2020,6,June,3,Thursday,Jun
Australia,1060,6,1049,5,Western Pacific,WPR,2020,6,June,3,Thursday,Jun
Australia,440,4,436,0,Western Pacific,WPR,2020,6,June,3,Thursday,Jun
Australia,228,13,208,7,Western Pacific,WPR,2020,6,June,3,Thursday,Jun
Australia,1681,19,1586,76,Western Pacific,WPR,2020,6,June,3,Thursday,Jun
Australia,592,9,557,26,Western Pacific,WPR,2020,6,June,3,Thursday,Jun
Austria,16805,670,15717,418,Europe,EUR,2020,6,June,3,Thursday,Jun
Azerbaijan,6522,78,3737,2707,Europe,EUR,2020,6,June,3,Thursday,Jun
Bahamas,102,11,55,36,Americas,AMR,2020,6,June,3,Thursday,Jun
Bahrain,13296,21,7728,5547,Eastern Mediterranean,EMR,2020,6,June,3,Thursday,Jun
Bangladesh,57563,781,12161,44621,South-East Asia,SEAR,2020,6,June,3,Thursday,Jun
Barbados,92,7,81,4,Americas,AMR,2020,6,June,3,Thursday,Jun
Belarus,45981,253,21162,24566,Europe,EUR,2020,6,June,3,Thursday,Jun
Belgium,58767,9548,16048,33171,Europe,EUR,2020,6,June,3,Thursday,Jun
Benin,261,3,151,107,Africa,AFR,2020,6,June,3,Thursday,Jun
Bhutan,47,0,9,38,South-East Asia,SEAR,2020,6,June,3,Thursday,Jun
Bolivia,12245,415,1658,10172,Americas,AMR,2020,6,June,3,Thursday,Jun
Bosnia,2594,159,1951,484,Europe,EUR,2020,6,June,3,Thursday,Jun
Brazil,614941,34021,254963,325957,Americas,AMR,2020,6,June,3,Thursday,Jun
Brunei,141,2,138,1,Western Pacific,WPR,2020,6,June,3,Thursday,Jun
Bulgaria,2585,147,1322,1116,Europe,EUR,2020,6,June,3,Thursday,Jun
Burkina Faso,885,53,760,72,Africa,AFR,2020,6,June,3,Thursday,Jun
Cape Verde,502,5,239,258,Africa,AFR,2020,6,June,3,Thursday,Jun
Cambodia,125,0,123,2,Western Pacific,WPR,2020,6,June,3,Thursday,Jun
Cameroon,6789,203,3705,2881,Africa,AFR,2020,6,June,3,Thursday,Jun
Canada,7091,146,0,6945,Americas,AMR,2020,6,June,3,Thursday,Jun
Canada,2632,166,0,2466,Americas,AMR,2020,6,June,3,Thursday,Jun
Canada,298,7,0,291,Americas,AMR,2020,6,June,3,Thursday,Jun
Canada,136,1,0,135,Americas,AMR,2020,6,June,3,Thursday,Jun
Canada,261,3,0,258,Americas,AMR,2020,6,June,3,Thursday,Jun
Canada,1058,61,0,997,Americas,AMR,2020,6,June,3,Thursday,Jun
Canada,30946,2436,0,28510,Americas,AMR,2020,6,June,3,Thursday,Jun
Canada,27,0,0,27,Americas,AMR,2020,6,June,3,Thursday,Jun
Canada,52143,4885,0,47258,Americas,AMR,2020,6,June,3,Thursday,Jun
Canada,648,11,0,637,Americas,AMR,2020,6,June,3,Thursday,Jun
Central African Republic,1288,4,23,1261,Africa,AFR,2020,6,June,3,Thursday,Jun
Chad,828,66,633,129,Africa,AFR,2020,6,June,3,Thursday,Jun
Chile,142154,1356,95631,45167,Americas,AMR,2020,6,June,3,Thursday,Jun
China,991,6,985,0,Western Pacific,WPR,2020,6,June,3,Thursday,Jun
China,594,9,583,2,Western Pacific,WPR,2020,6,June,3,Thursday,Jun
China,579,6,573,0,Western Pacific,WPR,2020,6,June,3,Thursday,Jun
China,358,1,356,1,Western Pacific,WPR,2020,6,June,3,Thursday,Jun
China,139,2,137,0,Western Pacific,WPR,2020,6,June,3,Thursday,Jun
China,1598,8,1584,6,Western Pacific,WPR,2020,6,June,3,Thursday,Jun
China,254,2,252,0,Western Pacific,WPR,2020,6,June,3,Thursday,Jun
China,147,2,145,0,Western Pacific,WPR,2020,6,June,3,Thursday,Jun
China,169,6,163,0,Western Pacific,WPR,2020,6,June,3,Thursday,Jun
China,328,6,0,322,Western Pacific,WPR,2020,6,June,3,Thursday,Jun
China,947,13,934,0,Western Pacific,WPR,2020,6,June,3,Thursday,Jun
China,1276,22,0,1254,Western Pacific,WPR,2020,6,June,3,Thursday,Jun
China,1099,4,1042,53,Western Pacific,WPR,2020,6,June,3,Thursday,Jun
China,68135,4512,63623,0,Western Pacific,WPR,2020,6,June,3,Thursday,Jun
China,1019,4,1015,0,Western Pacific,WPR,2020,6,June,3,Thursday,Jun
China,235,1,213,21,Western Pacific,WPR,2020,6,June,3,Thursday,Jun
China,653,0,653,0,Western Pacific,WPR,2020,6,June,3,Thursday,Jun
China,932,1,931,0,Western Pacific,WPR,2020,6,June,3,Thursday,Jun
China,155,2,149,4,Western Pacific,WPR,2020,6,June,3,Thursday,Jun
China,149,2,147,0,Western Pacific,WPR,2020,6,June,3,Thursday,Jun
China,45,0,45,0,Western Pacific,WPR,2020,6,June,3,Thursday,Jun
China,75,0,75,0,Western Pacific,WPR,2020,6,June,3,Thursday,Jun
China,18,0,18,0,Western Pacific,WPR,2020,6,June,3,Thursday,Jun
China,309,3,305,1,Western Pacific,WPR,2020,6,June,3,Thursday,Jun
China,792,7,780,5,Western Pacific,WPR,2020,6,June,3,Thursday,Jun
China,677,7,662,8,Western Pacific,WPR,2020,6,June,3,Thursday,Jun
China,198,0,198,0,Western Pacific,WPR,2020,6,June,3,Thursday,Jun
China,578,3,558,17,Western Pacific,WPR,2020,6,June,3,Thursday,Jun
China,192,3,189,0,Western Pacific,WPR,2020,6,June,3,Thursday,Jun
China,1,0,1,0,Western Pacific,WPR,2020,6,June,3,Thursday,Jun
China,76,3,73,0,Western Pacific,WPR,2020,6,June,3,Thursday,Jun
China,185,2,183,0,Western Pacific,WPR,2020,6,June,3,Thursday,Jun
China,1268,1,1267,0,Western Pacific,WPR,2020,6,June,3,Thursday,Jun
Colombia,35120,1087,12319,21714,Americas,AMR,2020,6,June,3,Thursday,Jun
Congo,611,20,179,412,Africa,AFR,2020,6,June,3,Thursday,Jun
Congo,3644,78,495,3071,Africa,AFR,2020,6,June,3,Thursday,Jun
Costa Rica,1194,10,687,497,Americas,AMR,2020,6,June,3,Thursday,Jun
Ivory Coast,3262,35,1584,1643,Africa,AFR,2020,6,June,3,Thursday,Jun
Croatia,2247,103,2105,39,Europe,EUR,2020,6,June,3,Thursday,Jun
Cuba,2119,83,1839,197,Americas,AMR,2020,6,June,3,Thursday,Jun
Cyprus,958,17,790,151,Europe,EUR,2020,6,June,3,Thursday,Jun
Czechia,9494,326,6809,2359,Europe,EUR,2020,6,June,3,Thursday,Jun
Denmark,187,0,187,0,Europe,EUR,2020,6,June,3,Thursday,Jun
Greenland,13,0,13,0,Europe,EUR,2020,6,June,3,Thursday,Jun
Denmark,11811,582,10620,609,Europe,EUR,2020,6,June,3,Thursday,Jun
Djibouti,4054,26,1685,2343,Eastern Mediterranean,EMR,2020,6,June,3,Thursday,Jun
Dominican Republic,18319,520,11474,6325,Americas,AMR,2020,6,June,3,Thursday,Jun
Ecuador,40966,3486,20019,17461,Americas,AMR,2020,6,June,3,Thursday,Jun
Egypt,29767,1126,7756,20885,Eastern Mediterranean,EMR,2020,6,June,3,Thursday,Jun
El Salvador,2781,52,1214,1515,Americas,AMR,2020,6,June,3,Thursday,Jun
Equatorial Guinea,1306,12,200,1094,Africa,AFR,2020,6,June,3,Thursday,Jun
Eritrea,39,0,39,0,Africa,AFR,2020,6,June,3,Thursday,Jun
Estonia,1890,69,1663,158,Europe,EUR,2020,6,June,3,Thursday,Jun
Eswatini,300,3,201,96,Africa,AFR,2020,6,June,3,Thursday,Jun
Ethiopia,1636,18,250,1368,Africa,AFR,2020,6,June,3,Thursday,Jun
Fiji,18,0,18,0,Western Pacific,WPR,2020,6,June,3,Thursday,Jun
Finland,6911,322,5800,789,Europe,EUR,2020,6,June,3,Thursday,Jun
France,556,1,296,259,Europe,EUR,2020,6,June,3,Thursday,Jun
France,60,0,60,0,Europe,EUR,2020,6,June,3,Thursday,Jun
France,162,14,138,10,Europe,EUR,2020,6,June,3,Thursday,Jun
France,2058,25,1523,510,Europe,EUR,2020,6,June,3,Thursday,Jun
France,20,0,18,2,Europe,EUR,2020,6,June,3,Thursday,Jun
France,479,1,411,67,Europe,EUR,2020,6,June,3,Thursday,Jun
France,6,0,6,0,Europe,EUR,2020,6,June,3,Thursday,Jun
France,41,3,33,5,Europe,EUR,2020,6,June,3,Thursday,Jun
France,200,14,98,88,Europe,EUR,2020,6,June,3,Thursday,Jun
France,186118,29010,67510,89598,Europe,EUR,2020,6,June,3,Thursday,Jun
Gabon,2955,21,818,2116,Africa,AFR,2020,6,June,3,Thursday,Jun
Gambia,26,1,20,5,Africa,AFR,2020,6,June,3,Thursday,Jun
Georgia,801,13,644,144,Europe,EUR,2020,6,June,3,Thursday,Jun
Germany,184472,8635,167909,7928,Europe,EUR,2020,6,June,3,Thursday,Jun
Ghana,8885,38,3189,5658,Africa,AFR,2020,6,June,3,Thursday,Jun
Greece,2952,180,1374,1398,Europe,EUR,2020,6,June,3,Thursday,Jun
Guatemala,6154,158,979,5017,Americas,AMR,2020,6,June,3,Thursday,Jun
Guinea,3991,23,2512,1456,Africa,AFR,2020,6,June,3,Thursday,Jun
Guyana,153,12,77,64,Americas,AMR,2020,6,June,3,Thursday,Jun
Haiti,2640,50,24,2566,Americas,AMR,2020,6,June,3,Thursday,Jun
Holy See,12,0,2,10,Europe,EUR,2020,6,June,3,Thursday,Jun
Honduras,5880,243,648,4989,Americas,AMR,2020,6,June,3,Thursday,Jun
Hungary,3954,539,2205,1210,Europe,EUR,2020,6,June,3,Thursday,Jun
